id	perc_enrichment_study	perc_enrichment_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	p_benjamini_hochberg	description	ANs_study
.......GO:0048256	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	flap endonuclease activity	P26793,P38859
.....GO:0031496	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of mating type switching	P22082,P32591
...GO:1990527	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	Tec1p-Ste12p-Dig1p complex	P13574,Q03063
......GO:0045131	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	pre-mRNA branch point binding	P36084,Q12186
....GO:0031510	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	SUMO activating enzyme complex	P52488,Q06624
.....GO:0090419	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	negative regulation of transcription involved in G2/M transition of mitotic cell cycle	P40466,P41813
....GO:0001025	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	RNA polymerase III transcription factor binding	P29056,P46678
......GO:0008214	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	protein dealkylation	P39956,Q03833
.......GO:0008353	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	RNA polymerase II carboxy-terminal domain kinase activity	P23293,P39073
...GO:0006482	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	protein demethylation	P39956,Q03833
.....GO:0071398	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	cellular response to fatty acid	P07248,P40535
.....GO:0071396	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	cellular response to lipid	P07248,P40535
.......GO:1900089	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	negative regulation of inositol biosynthetic process	P31385,P39001
......GO:1990414	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	replication-born double-strand break repair via sister chromatid exchange	P47037,Q04002
........GO:1900472	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of phosphatidylcholine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	P31385,P39001
........GO:1900525	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of phosphatidylserine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	P31385,P39001
........GO:1900413	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of phospholipid biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	P31385,P39001
.......GO:1901925	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	negative regulation of protein import into nucleus during spindle assembly checkpoint	P40457,Q02455
......GO:0030907	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	MBF transcription complex	P09959,P39678
.......GO:0001046	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	core promoter sequence-specific DNA binding	P13393,P22035
........GO:0017108	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	5'-flap endonuclease activity	P26793,P38859
.....GO:0045597	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of cell differentiation	P22082,P32591
.........GO:0000431	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	regulation of transcription from RNA polymerase II promoter by galactose	P38931,P39073
..........GO:0000435	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of transcription from RNA polymerase II promoter by galactose	P38931,P39073
......GO:0071048	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	nuclear retention of unspliced pre-mRNA at the site of transcription	P33411,Q02455
......GO:0006277	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	DNA amplification	P06778,P47110
....GO:0033993	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	response to lipid	P07248,P40535
....GO:0070542	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	response to fatty acid	P07248,P40535
......GO:0070544	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	histone H3-K36 demethylation	P39956,Q03833
.......GO:0010678	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	negative regulation of cellular carbohydrate metabolic process by negative regulation of transcription, DNA-templated	P31385,P39001
.....GO:0010453	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	regulation of cell fate commitment	P22082,P32591
......GO:0010455	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of cell fate commitment	P22082,P32591
...GO:0032452	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	histone demethylase activity	P39956,Q03833
.....GO:0072414	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	response to mitotic cell cycle checkpoint signaling	P40457,Q02455
.....GO:0001156	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	TFIIIC-class transcription factor binding	P29056,P46678
...GO:0031229	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	intrinsic component of nuclear inner membrane	Q03281,Q03707
...GO:0005639	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	integral component of nuclear inner membrane	Q03281,Q03707
.....GO:0034201	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	response to oleic acid	P07248,P40535
.......GO:1900090	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of inositol biosynthetic process	P17106,P31385
........GO:1900470	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of phosphatidylserine biosynthetic process	P31385,P39001
....GO:0010978	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	gene silencing involved in chronological cell aging	P53973,Q06629
....GO:0035861	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	site of double-strand break	P38859,Q05543
....GO:0070823	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	HDA1 complex	P53973,Q06629
......GO:1900050	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	negative regulation of histone exchange	P32657,P38144
......GO:0033309	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	SBF transcription complex	P09959,P25302
......GO:0034462	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	small-subunit processome assembly	P53743,Q06106
....GO:0031047	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	gene silencing by RNA	P53973,Q06629
...GO:0033186	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	CAF-1 complex	P13712,Q12495
.....GO:0030874	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	nucleolar chromatin	P32657,P38144
.....GO:0070076	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	histone lysine demethylation	P39956,Q03833
......GO:0072485	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	response to spindle assembly checkpoint signaling	P40457,Q02455
......GO:0000731	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	DNA synthesis involved in DNA repair	P13382,P26793
.........GO:0010484	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	H3 histone acetyltransferase activity	Q03330,Q07794
.....GO:0019948	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	SUMO activating enzyme activity	P52488,Q06624
......GO:0071400	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	cellular response to oleic acid	P07248,P40535
.......GO:0016436	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	rRNA (uridine) methyltransferase activity	P25582,P40493
....GO:0051864	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	histone demethylase activity (H3-K36 specific)	P39956,Q03833
...GO:0003916	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	DNA topoisomerase activity	P06786,P38086
........GO:0032298	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of DNA-dependent DNA replication initiation	P40466,P41813
....GO:0044109	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	cellular alcohol catabolic process	P22082,P32591
...GO:0005839	0.1	0.0	-1.00	1	1125	0	1125	1	1	proteasome core complex	P43583
.......GO:1900059	0.1	0.0	-1.00	1	1125	0	1125	1	1	positive regulation of sulfate assimilation	P17106
.......GO:0061425	0.1	0.0	-1.00	1	1125	0	1125	1	1	positive regulation of ethanol catabolic process by positive regulation of transcription from RNA polymerase II promoter	P07248
.......GO:0050849	0.1	0.0	-1.00	1	1125	0	1125	1	1	negative regulation of calcium-mediated signaling	P17157
.......GO:0061427	0.1	0.0	-1.00	1	1125	0	1125	1	1	negative regulation of ceramide biosynthetic process by negative regulation of transcription from RNA Polymerase II promoter	P17106
......GO:0047631	0.1	0.0	-1.00	1	1125	0	1125	1	1	ADP-ribose diphosphatase activity	Q01976
......GO:0072367	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of lipid transport by regulation of transcription from RNA polymerase II promoter	Q05958
.......GO:0072365	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of cellular ketone metabolic process by negative regulation of transcription from RNA polymerase II promoter	P31385
.....GO:0042083	0.1	0.0	-1.00	1	1125	0	1125	1	1	5,10-methylenetetrahydrofolate-dependent methyltransferase activity	P06785
....GO:0061647	0.1	0.0	-1.00	1	1125	0	1125	1	1	histone H3-K9 modification	P25554
...GO:0005483	0.1	0.0	-1.00	1	1125	0	1125	1	1	soluble NSF attachment protein activity	P32602
...GO:0005745	0.1	0.0	-1.00	1	1125	0	1125	1	1	m-AAA complex	P39925
.....GO:0090295	0.1	0.0	-1.00	1	1125	0	1125	1	1	nitrogen catabolite repression of transcription	P39001
.......GO:0004844	0.1	0.0	-1.00	1	1125	0	1125	1	1	uracil DNA N-glycosylase activity	P12887
...GO:0016229	0.1	0.0	-1.00	1	1125	0	1125	1	1	steroid dehydrogenase activity	P53199
...GO:0089713	0.1	0.0	-1.00	1	1125	0	1125	1	1	Cbf1-Met4-Met28 complex	P17106
....GO:0031493	0.1	0.0	-1.00	1	1125	0	1125	1	1	nucleosomal histone binding	P80428
....GO:0031492	0.1	0.0	-1.00	1	1125	0	1125	1	1	nucleosomal DNA binding	P22082
.......GO:2000283	0.1	0.0	-1.00	1	1125	0	1125	1	1	negative regulation of cellular amino acid biosynthetic process	P31385
......GO:0044818	0.1	0.0	-1.00	1	1125	0	1125	1	1	mitotic G2/M transition checkpoint	P21951
.....GO:0097080	0.1	0.0	-1.00	1	1125	0	1125	1	1	plasma membrane selenite transport	P25297
....GO:0051233	0.1	0.0	-1.00	1	1125	0	1125	1	1	spindle midzone	P32504
.......GO:0008556	0.1	0.0	-1.00	1	1125	0	1125	1	1	potassium-transporting ATPase activity	P13587
...GO:0008280	0.1	0.0	-1.00	1	1125	0	1125	1	1	cohesin core heterodimer	P47037
......GO:0008650	0.1	0.0	-1.00	1	1125	0	1125	1	1	rRNA (uridine-2'-O-)-methyltransferase activity	P25582
......GO:0003905	0.1	0.0	-1.00	1	1125	0	1125	1	1	alkylbase DNA N-glycosylase activity	P22134
.....GO:0006286	0.1	0.0	-1.00	1	1125	0	1125	1	1	base-excision repair, base-free sugar-phosphate removal	P26793
......GO:0055090	0.1	0.0	-1.00	1	1125	0	1125	1	1	acylglycerol homeostasis	Q06508
......GO:0015431	0.1	0.0	-1.00	1	1125	0	1125	1	1	glutathione S-conjugate-exporting ATPase activity	P39109
........GO:2000621	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of DNA replication termination	P06786
......GO:0042939	0.1	0.0	-1.00	1	1125	0	1125	1	1	tripeptide transport	P32901
....GO:0043708	0.1	0.0	-1.00	1	1125	0	1125	1	1	cell adhesion involved in biofilm formation	P40505
.....GO:0043709	0.1	0.0	-1.00	1	1125	0	1125	1	1	cell adhesion involved in single-species biofilm formation	P40505
.......GO:0070407	0.1	0.0	-1.00	1	1125	0	1125	1	1	oxidation-dependent protein catabolic process	P36775
.........GO:2000757	0.1	0.0	-1.00	1	1125	0	1125	1	1	negative regulation of peptidyl-lysine acetylation	P32657
....GO:0051316	0.1	0.0	-1.00	1	1125	0	1125	1	1	attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation	P29295
.....GO:0015723	0.1	0.0	-1.00	1	1125	0	1125	1	1	bilirubin transport	P39109
...GO:0070274	0.1	0.0	-1.00	1	1125	0	1125	1	1	RES complex	P46947
.....GO:0047635	0.1	0.0	-1.00	1	1125	0	1125	1	1	alanine-oxo-acid transaminase activity	P52893
......GO:0000830	0.1	0.0	-1.00	1	1125	0	1125	1	1	inositol hexakisphosphate 4-kinase activity	Q06685
......GO:0016749	0.1	0.0	-1.00	1	1125	0	1125	1	1	N-succinyltransferase activity	P09950
.....GO:0005822	0.1	0.0	-1.00	1	1125	0	1125	1	1	inner plaque of spindle pole body	P32380
....GO:0044620	0.1	0.0	-1.00	1	1125	0	1125	1	1	ACP phosphopantetheine attachment site binding	P32463
.......GO:0033243	0.1	0.0	-1.00	1	1125	0	1125	1	1	positive regulation of cellular amine catabolic process	P25502
.....GO:0006297	0.1	0.0	-1.00	1	1125	0	1125	1	1	nucleotide-excision repair, DNA gap filling	P21951
.........GO:0061410	0.1	0.0	-1.00	1	1125	0	1125	1	1	positive regulation of transcription from RNA polymerase II promoter in response to ethanol	P07248
......GO:0097079	0.1	0.0	-1.00	1	1125	0	1125	1	1	selenite:proton symporter activity	P25297
.......GO:0006565	0.1	0.0	-1.00	1	1125	0	1125	1	1	L-serine catabolic process	P25379
.....GO:0006562	0.1	0.0	-1.00	1	1125	0	1125	1	1	proline catabolic process	P07275
....GO:0060275	0.1	0.0	-1.00	1	1125	0	1125	1	1	maintenance of stationary phase in response to starvation	Q03833
....GO:0060274	0.1	0.0	-1.00	1	1125	0	1125	1	1	maintenance of stationary phase	Q03833
...GO:0032116	0.1	0.0	-1.00	1	1125	0	1125	1	1	SMC loading complex	Q04002
.....GO:0035674	0.1	0.0	-1.00	1	1125	0	1125	1	1	tricarboxylic acid transmembrane transport	Q04013
...GO:0005727	0.1	0.0	-1.00	1	1125	0	1125	1	1	extrachromosomal circular DNA	Q04002
.......GO:0006107	0.1	0.0	-1.00	1	1125	0	1125	1	1	oxaloacetate metabolic process	Q01802
....GO:0033764	0.1	0.0	-1.00	1	1125	0	1125	1	1	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	P53199
....GO:0030692	0.1	0.0	-1.00	1	1125	0	1125	1	1	Noc4p-Nop14p complex	Q99207
......GO:0052723	0.1	0.0	-1.00	1	1125	0	1125	1	1	inositol hexakisphosphate 1-kinase activity	Q06685
.....GO:0031445	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of heterochromatin assembly	P35817
......GO:0050561	0.1	0.0	-1.00	1	1125	0	1125	1	1	glutamate-tRNA(Gln) ligase activity	P48525
........GO:0000294	0.1	0.0	-1.00	1	1125	0	1125	1	1	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	P33309
........GO:0031441	0.1	0.0	-1.00	1	1125	0	1125	1	1	negative regulation of mRNA 3'-end processing	P42073
....GO:0031533	0.1	0.0	-1.00	1	1125	0	1125	1	1	mRNA cap methyltransferase complex	O13297
......GO:0060903	0.1	0.0	-1.00	1	1125	0	1125	1	1	positive regulation of meiosis I	P09959
....GO:1901642	0.1	0.0	-1.00	1	1125	0	1125	1	1	nucleoside transmembrane transport	P38988
....GO:0032389	0.1	0.0	-1.00	1	1125	0	1125	1	1	MutLalpha complex	P38920
....GO:0016998	0.1	0.0	-1.00	1	1125	0	1125	1	1	cell wall macromolecule catabolic process	Q12114
..........GO:0015088	0.1	0.0	-1.00	1	1125	0	1125	1	1	copper uptake transmembrane transporter activity	P49573
.....GO:0090203	0.1	0.0	-1.00	1	1125	0	1125	1	1	transcriptional activation by promoter-terminator looping	Q02455
.......GO:1900401	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of meiosis by regulation of transcription from RNA polymerase II promoter	P39001
........GO:1900403	0.1	0.0	-1.00	1	1125	0	1125	1	1	negative regulation of cellular amino acid biosynthetic process by negative regulation of transcription from RNA polymerase II promoter	P31385
....GO:0090202	0.1	0.0	-1.00	1	1125	0	1125	1	1	gene looping	Q02455
......GO:0000994	0.1	0.0	-1.00	1	1125	0	1125	1	1	RNA polymerase III core binding	P29056
........GO:0033677	0.1	0.0	-1.00	1	1125	0	1125	1	1	DNA/RNA helicase activity	Q06218
........GO:1900363	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of mRNA polyadenylation	P42073
.....GO:0031957	0.1	0.0	-1.00	1	1125	0	1125	1	1	very long-chain fatty acid-CoA ligase activity	P39002
....GO:0000023	0.1	0.0	-1.00	1	1125	0	1125	1	1	maltose metabolic process	P38158
.......GO:0019543	0.1	0.0	-1.00	1	1125	0	1125	1	1	propionate catabolic process	Q12428
.....GO:0000252	0.1	0.0	-1.00	1	1125	0	1125	1	1	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	P53199
.....GO:1900187	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of cell adhesion involved in single-species biofilm formation	P22082
......GO:1900189	0.1	0.0	-1.00	1	1125	0	1125	1	1	positive regulation of cell adhesion involved in single-species biofilm formation	P22082
......GO:0071894	0.1	0.0	-1.00	1	1125	0	1125	1	1	histone H2B conserved C-terminal lysine ubiquitination	P32657
.......GO:0007190	0.1	0.0	-1.00	1	1125	0	1125	1	1	activation of adenylate cyclase activity	P01120
......GO:1900051	0.1	0.0	-1.00	1	1125	0	1125	1	1	positive regulation of histone exchange	P35817
.....GO:0070894	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of transposon integration	P46678
....GO:0001133	0.1	0.0	-1.00	1	1125	0	1125	1	1	sequence-specific transcription regulatory region DNA binding RNA polymerase II transcription factor recruiting transcription factor activity	P20134
......GO:0036436	0.1	0.0	-1.00	1	1125	0	1125	1	1	Isw1a complex	P38144
......GO:0001225	0.1	0.0	-1.00	1	1125	0	1125	1	1	RNA polymerase II transcription coactivator binding	P39521
.....GO:0001224	0.1	0.0	-1.00	1	1125	0	1125	1	1	RNA polymerase II transcription cofactor binding	P39521
......GO:0001226	0.1	0.0	-1.00	1	1125	0	1125	1	1	RNA polymerase II transcription corepressor binding	P39521
....GO:0001221	0.1	0.0	-1.00	1	1125	0	1125	1	1	transcription cofactor binding	P39521
......GO:0004515	0.1	0.0	-1.00	1	1125	0	1125	1	1	nicotinate-nucleotide adenylyltransferase activity	Q06178
.....GO:0001223	0.1	0.0	-1.00	1	1125	0	1125	1	1	transcription coactivator binding	P39521
.....GO:0001222	0.1	0.0	-1.00	1	1125	0	1125	1	1	transcription corepressor binding	P39521
.......GO:0043103	0.1	0.0	-1.00	1	1125	0	1125	1	1	hypoxanthine salvage	P53909
.....GO:0043942	0.1	0.0	-1.00	1	1125	0	1125	1	1	negative regulation of sexual sporulation resulting in formation of a cellular spore	P53860
.....GO:0043940	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of sexual sporulation resulting in formation of a cellular spore	P53860
...GO:0009111	0.1	0.0	-1.00	1	1125	0	1125	1	1	vitamin catabolic process	Q06494
.....GO:0018343	0.1	0.0	-1.00	1	1125	0	1125	1	1	protein farnesylation	Q12287
........GO:0000465	0.1	0.0	-1.00	1	1125	0	1125	1	1	exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P40693
......GO:0070896	0.1	0.0	-1.00	1	1125	0	1125	1	1	positive regulation of transposon integration	P46678
.......GO:0080163	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of protein serine/threonine phosphatase activity	P41895
.......GO:0045911	0.1	0.0	-1.00	1	1125	0	1125	1	1	positive regulation of DNA recombination	P09959
......GO:0000500	0.1	0.0	-1.00	1	1125	0	1125	1	1	RNA polymerase I upstream activating factor complex	P13393
.....GO:0071528	0.1	0.0	-1.00	1	1125	0	1125	1	1	tRNA re-export from nucleus	P52918
.....GO:0019654	0.1	0.0	-1.00	1	1125	0	1125	1	1	acetate fermentation	Q01574
......GO:0015142	0.1	0.0	-1.00	1	1125	0	1125	1	1	tricarboxylic acid transmembrane transporter activity	Q04013
.......GO:0017005	0.1	0.0	-1.00	1	1125	0	1125	1	1	3'-tyrosyl-DNA phosphodiesterase activity	P22936
.......GO:0033609	0.1	0.0	-1.00	1	1125	0	1125	1	1	oxalate metabolic process	P38137
....GO:0043393	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of protein binding	P29056
.....GO:0042148	0.1	0.0	-1.00	1	1125	0	1125	1	1	strand invasion	P22082
......GO:0001042	0.1	0.0	-1.00	1	1125	0	1125	1	1	RNA polymerase I core binding	P27692
........GO:0030007	0.1	0.0	-1.00	1	1125	0	1125	1	1	cellular potassium ion homeostasis	Q08179
....GO:0061505	0.1	0.0	-1.00	1	1125	0	1125	1	1	DNA topoisomerase II activity	P06786
......GO:0045940	0.1	0.0	-1.00	1	1125	0	1125	1	1	positive regulation of steroid metabolic process	Q05958
......GO:1903335	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of vacuolar transport	P29295
.......GO:0000186	0.1	0.0	-1.00	1	1125	0	1125	1	1	activation of MAPKK activity	Q01389
.......GO:0060542	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of strand invasion	P40562
.....GO:0003854	0.1	0.0	-1.00	1	1125	0	1125	1	1	3-beta-hydroxy-delta5-steroid dehydrogenase activity	P53199
.....GO:0010040	0.1	0.0	-1.00	1	1125	0	1125	1	1	response to iron(II) ion	Q07540
....GO:0045004	0.1	0.0	-1.00	1	1125	0	1125	1	1	DNA replication proofreading	P21951
.....GO:0045002	0.1	0.0	-1.00	1	1125	0	1125	1	1	double-strand break repair via single-strand annealing	P06778
.....GO:0004471	0.1	0.0	-1.00	1	1125	0	1125	1	1	malate dehydrogenase (decarboxylating) (NAD+) activity	P36013
.....GO:0004470	0.1	0.0	-1.00	1	1125	0	1125	1	1	malic enzyme activity	P36013
....GO:0098545	0.1	0.0	-1.00	1	1125	0	1125	1	1	maintenance of protein complex location in cytoplasm	P43583
.....GO:2000114	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of establishment of cell polarity	P47008
......GO:0048096	0.1	0.0	-1.00	1	1125	0	1125	1	1	chromatin-mediated maintenance of transcription	P36053
.....GO:0010530	0.1	0.0	-1.00	1	1125	0	1125	1	1	positive regulation of transposition	P46678
.......GO:0004651	0.1	0.0	-1.00	1	1125	0	1125	1	1	polynucleotide 5'-phosphatase activity	O13297
.....GO:0003842	0.1	0.0	-1.00	1	1125	0	1125	1	1	1-pyrroline-5-carboxylate dehydrogenase activity	P07275
.....GO:0098507	0.1	0.0	-1.00	1	1125	0	1125	1	1	polynucleotide 5' dephosphorylation	O13297
...GO:0051192	0.1	0.0	-1.00	1	1125	0	1125	1	1	prosthetic group binding	P32463
.......GO:0071596	0.1	0.0	-1.00	1	1125	0	1125	1	1	ubiquitin-dependent protein catabolic process via the N-end rule pathway	P19812
...GO:0004096	0.1	0.0	-1.00	1	1125	0	1125	1	1	catalase activity	P06115
.....GO:0003991	0.1	0.0	-1.00	1	1125	0	1125	1	1	acetylglutamate kinase activity	Q01217
......GO:0070183	0.1	0.0	-1.00	1	1125	0	1125	1	1	mitochondrial tryptophanyl-tRNA aminoacylation	P04803
.....GO:0070187	0.1	0.0	-1.00	1	1125	0	1125	1	1	telosome	P29539
........GO:0001682	0.1	0.0	-1.00	1	1125	0	1125	1	1	tRNA 5'-leader removal	P41812
......GO:0034353	0.1	0.0	-1.00	1	1125	0	1125	1	1	RNA pyrophosphohydrolase activity	P53063
.........GO:0001680	0.1	0.0	-1.00	1	1125	0	1125	1	1	tRNA 3'-terminal CCA addition	P21269
.....GO:0047012	0.1	0.0	-1.00	1	1125	0	1125	1	1	sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity	P53199
......GO:0030580	0.1	0.0	-1.00	1	1125	0	1125	1	1	quinone cofactor methyltransferase activity	P49017
.....GO:2000303	0.1	0.0	-1.00	1	1125	0	1125	1	1	regulation of ceramide biosynthetic process	P17106
