# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr	ANs_study	ANs_pop
GO:0033254	e	vacuolar transporter chaperone complex	4/1159	3/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P40046,P43585,P47075,Q02725	P40046,P43585,P47075,Q02725
GO:0033255	e	SAS acetyltransferase complex	3/1159	0/1159	0.25	643	615	627	n.a.	P40963,Q04003,Q99314	
GO:0033262	e	regulation of nuclear cell cycle DNA replication	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P25588,Q06639	P25588,P32485,Q06168,Q06639
GO:0033290	p	eukaryotic 48S preinitiation complex	6/1159	7/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P32497,P38249,P38431,P39730,Q04067,Q05775	P06103,P20459,P32481,P32497,P38249,P38431,P38912,P39730,P40217,Q04067,Q05775
GO:0033309	e	SBF transcription complex	2/1159	0/1159	0.5	1.29e+03	1.17e+03	1.25e+03	n.a.	P09959,P25302	
GO:0033314	e	mitotic DNA replication checkpoint	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P21951	
GO:0033384	p	geranyl diphosphate biosynthetic process	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P08524	P08524,Q12051
GO:0033512	e	L-lysine catabolic process to acetyl-CoA via saccharopine	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P19262	
GO:0033523	p	histone H2B ubiquitination	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P32447	P32447,Q12229
GO:0033551	p	monopolin complex	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P29295	P25651,P29295,Q04087
GO:0033553	e	rDNA heterochromatin	4/1159	3/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P27692,P38882,P53276,Q03973	O13329,P27692,P32914,P38882,P42945,P53276,Q02931,Q03973,Q04177,Q04305,Q12457
GO:0033567	e	DNA replication, Okazaki fragment processing	3/1159	0/1159	0.25	643	615	627	n.a.	P38859,P40151,P40562	
GO:0033588	p	Elongator holoenzyme complex	1/1159	2/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q02908	P38874,P42935,Q02884,Q02908,Q04868,Q06706
GO:0033592	e	RNA strand annealing activity	3/1159	2/1159	1	2.57e+03	1.84e+03	2.51e+03	n.a.	P06634,P15424,P34167	P06634,P15424,P34167
GO:0033611	e	oxalate catabolic process	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P38137	
GO:0033615	p	mitochondrial proton-transporting ATP synthase complex assembly	2/1159	2/1159	1	2.57e+03	2.03e+03	2.51e+03	n.a.	P39952,P40491	P18496,P22135,P32453,P39952,P40491,P53722,P81450,Q02888,Q03153,Q12349
GO:0033617	p	mitochondrial respiratory chain complex IV assembly	2/1159	4/1159	0.687	1.77e+03	1.48e+03	1.72e+03	n.a.	P04037,Q12287	P04037,P36064,P38958,P39103,P40452,P43557,P53266,P53721,Q01519,Q02771,Q02772,Q03713,Q04935,Q05809,Q12287,Q3E7B2,Q3E846
GO:0033680	e	ATP-dependent DNA/RNA helicase activity	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q06218	
GO:0033698	e	Rpd3L complex	8/1159	2/1159	0.109	280	273	273	n.a.	P22579,P31385,P32561,P38255,P39001,P40505,Q07458,Q08923	P22579,P31385,P32561,P34233,P38255,P38429,P39001,P40505,P50947,Q03010,Q07458,Q08923
GO:0033699	p	DNA 5'-adenosine monophosphate hydrolase activity	2/1159	2/1159	1	2.57e+03	2.03e+03	2.51e+03	n.a.	P16550,Q04344	P16550,P22108,P49775,Q04344
GO:0033721	p	aldehyde dehydrogenase (NADP+) activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P54115	P54115,Q03049
GO:0033833	e	hydroxymethylfurfural reductase (NADH) activity	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P32771,Q04894	P32771,Q04894
GO:0033845	p	hydroxymethylfurfural reductase (NADPH) activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q04894	Q04894
GO:0033857	e	diphosphoinositol-pentakisphosphate kinase activity	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q06685	
GO:0033859	e	furaldehyde metabolic process	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P32771,Q04894	P32771,Q04894
GO:0033934	e	glucan 1,4-alpha-maltotriohydrolase activity	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P38158	
GO:0033962	p	cytoplasmic mRNA processing body assembly	2/1159	2/1159	1	2.57e+03	2.03e+03	2.51e+03	n.a.	P39517,P45978	P24583,P25644,P39517,P39998,P40070,P45978,Q03407,Q12236
GO:0034038	p	deoxyhypusine synthase activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P38791	P38791
GO:0034044	p	exomer complex	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q12114	P36122,P40955,Q05029,Q08754,Q12114
GO:0034045	p	pre-autophagosomal structure membrane	2/1159	3/1159	1	2.57e+03	1.84e+03	2.51e+03	n.a.	P01123,Q06671	P01123,P35193,P40458,P43601,P46989,P53104,Q02948,Q03818,Q06410,Q06671,Q07528,Q12142,Q12292,Q12527
GO:0034057	p	RNA strand-exchange activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P34167	P34167
GO:0034063	e	stress granule assembly	4/1159	3/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P39517,P39935,P45978,P53297	P32588,P39517,P39935,P39936,P45978,P53297,P53550,Q03497
GO:0034079	p	butanediol biosynthetic process	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P39714	P39714
GO:0034085	e	establishment of sister chromatid cohesion	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q01454	
GO:0034087	p	establishment of mitotic sister chromatid cohesion	2/1159	2/1159	1	2.57e+03	2.03e+03	2.51e+03	n.a.	P15873,Q04002	P15873,P22149,P38265,P47069,P47167,Q02732,Q04002,Q04659,Q06675,Q08726,Q12158,Q12262
GO:0034098	e	VCP-NPL4-UFD1 AAA ATPase complex	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P25694,P53044	P25694,P33755,P53044
GO:0034099	p	luminal surveillance complex	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P16474	P16474,Q05787,Q99220
GO:0034212	e	peptide N-acetyltransferase activity	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q08649	
GO:0034220	e	ion transmembrane transport	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P39952,P39986	P32660,P39952,P39986,P40527,Q01896,Q12029
GO:0034221	p	fungal-type cell wall chitin biosynthetic process	3/1159	4/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P14742,P29311,P34730	P14742,P29311,P29465,P34226,P34730,P36122,P38628,P38843,P40955,Q05029,Q08754
GO:0034227	p	tRNA thio-modification	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P25374	P25374,P38820,P40554,P53088,P53923
GO:0034243	e	regulation of transcription elongation from RNA polymerase II promoter	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q06505	
GO:0034244	e	negative regulation of transcription elongation from RNA polymerase II promoter	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P40466	
GO:0034247	e	snoRNA splicing	3/1159	0/1159	0.25	643	615	627	n.a.	P20053,P20095,Q06224	
GO:0034276	e	kynurenic acid biosynthetic process	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P47039	
GO:0034314	p	Arp2/3 complex-mediated actin nucleation	2/1159	4/1159	0.687	1.77e+03	1.48e+03	1.72e+03	n.a.	P47117,Q05933	P32381,P33204,P38328,P40518,P47117,P53731,Q05933
GO:0034316	e	negative regulation of Arp2/3 complex-mediated actin nucleation	3/1159	2/1159	1	2.57e+03	1.84e+03	2.51e+03	n.a.	Q06440,Q06449,Q12156	P53281,Q06440,Q06449,Q12156
GO:0034337	e	RNA folding	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P15424	
GO:0034353	e	RNA pyrophosphohydrolase activity	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P53063	
GO:0034388	p	Pwp2p-containing subcomplex of 90S preribosome	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q12220	P25635,P40362,Q02354,Q05946,Q06078,Q12220
GO:0034389	e	lipid particle organization	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P39001,Q06508	P32567,P39001,Q04228,Q06058,Q06508
GO:0034394	p	protein localization to cell surface	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q04697	Q04697
GO:0034396	e	negative regulation of transcription from RNA polymerase II promoter in response to iron	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P53082	
GO:0034398	e	telomere tethering at nuclear periphery	4/1159	1/1159	0.374	964	900	940	n.a.	P39705,P40457,P49687,Q02455	P35729,P36161,P39705,P40457,P47069,P49687,P52891,Q02455
GO:0034399	e	nuclear periphery	4/1159	2/1159	0.687	1.77e+03	1.48e+03	1.72e+03	n.a.	P06785,P36049,Q03661,Q08746	P06785,P22146,P36049,P47069,Q03661,Q08746
GO:0034402	e	recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P53064,Q06697	P20433,P53064,Q06697
GO:0034427	p	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	1/1159	3/1159	0.625	1.61e+03	1.39e+03	1.57e+03	n.a.	P48240	P17883,P25359,P35207,P38792,P46948,P48240,P53256,P53859,Q02793,Q05636,Q08285,Q08491,Q12277
GO:0034455	e	t-UTP complex	3/1159	2/1159	1	2.57e+03	1.84e+03	2.51e+03	n.a.	P38882,P53276,Q06679	P38882,P42945,P53276,Q02931,Q04177,Q04305,Q06679
GO:0034456	e	UTP-C complex	3/1159	2/1159	1	2.57e+03	1.84e+03	2.51e+03	n.a.	P15790,P19454,P53254	P15790,P19454,P25368,P38930,P43639,P53254
GO:0034457	e	Mpp10 complex	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P47083,P53941	P32899,P47083,P53941
GO:0034459	e	ATP-dependent 3'-5' RNA helicase activity	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P47047	
GO:0034462	e	small-subunit processome assembly	2/1159	0/1159	0.5	1.29e+03	1.17e+03	1.25e+03	n.a.	P53743,Q06106	
GO:0034472	e	snRNA 3'-end processing	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P38996,P53617	P38996,P53617
GO:0034473	e	U1 snRNA 3'-end processing	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q02555,Q12149	P46948,Q02555,Q05636,Q12149
GO:0034475	e	U4 snRNA 3'-end processing	5/1159	3/1159	0.726	1.87e+03	1.53e+03	1.82e+03	n.a.	P38801,P47047,P48240,Q02555,Q12149	P38792,P38801,P46948,P47047,P48240,P48561,P53632,P54964,Q02555,Q05636,Q12149
GO:0034476	e	U5 snRNA 3'-end processing	4/1159	2/1159	0.687	1.77e+03	1.48e+03	1.72e+03	n.a.	P38801,P47047,Q02555,Q12149	P38801,P46948,P47047,P53331,P54964,Q02555,Q05636,Q12090,Q12149
GO:0034497	p	protein localization to pre-autophagosomal structure	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q06671	P46944,P46989,Q02887,Q06628,Q06671,Q12142,Q12527
GO:0034498	p	early endosome to Golgi transport	1/1159	2/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P01123	P01123,P32613,P38555,P39531,P47057,P47160,P51996,Q03660,Q03769,Q04183,Q07528
GO:0034501	e	protein localization to kinetochore	3/1159	1/1159	0.625	1.61e+03	1.39e+03	1.57e+03	n.a.	P30822,P53148,Q03790	P30822,P32598,P38313,P39731,P40460,P53148,Q03790
GO:0034503	p	protein localization to nucleolar rDNA repeats	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P32561	O13329,P25651,P32561,Q02208,Q04087
GO:0034511	p	U3 snoRNA binding	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q08965	P39990,P40498,Q08965
GO:0034515	p	proteasome storage granule	12/1159	14/1159	0.844	2.17e+03	1.72e+03	2.12e+03	n.a.	P21243,P22141,P25451,P32379,P32496,P32565,P38624,P43583,P43588,Q01939,Q12250,Q12377	O13563,O94742,P21242,P21243,P22141,P23638,P23639,P23724,P25043,P25451,P30656,P30657,P32379,P32496,P32565,P38624,P38764,P40302,P40303,P43583,P43588,Q01939,Q04062,Q08723,Q12250,Q12377
GO:0034517	p	ribophagy	2/1159	2/1159	1	2.57e+03	2.03e+03	2.51e+03	n.a.	P25694,P53741	P25694,P39940,P53741,Q01477
GO:0034551	p	mitochondrial respiratory chain complex III assembly	2/1159	2/1159	1	2.57e+03	2.03e+03	2.51e+03	n.a.	P07253,P21560	P00128,P07253,P21560,P32839,P37267,Q03429,Q08023
GO:0034553	e	mitochondrial respiratory chain complex II assembly	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P38345,Q04401	P38228,P38345,Q04401,Q08230,Q3E785
GO:0034599	p	cellular response to oxidative stress	27/1159	28/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P17695,P22217,P22943,P25372,P29509,P31378,P34227,P34760,P35691,P36775,P38013,P38636,P38720,P39676,P40029,P40489,P40553,P40581,P41921,P48361,P60010,Q00764,Q03195,Q04792,Q05515,Q07551,Q12458	P00431,P14065,P17695,P19158,P20604,P22217,P22943,P25364,P25372,P25373,P25566,P27882,P29509,P31378,P32317,P32642,P33751,P34078,P34220,P34227,P34760,P35691,P36014,P36060,P36077,P36088,P36775,P38013,P38067,P38068,P38143,P38230,P38315,P38623,P38636,P38715,P38720,P38816,P38820,P39676,P40029,P40489,P40553,P40554,P40581,P41921,P46683,P47137,P48361,P50946,P53615,P54783,P60010,Q00764,Q02784,Q03195,Q03835,Q04120,Q04432,Q04792,Q05515,Q06630,Q06892,Q07551,Q07923,Q08952,Q12055,Q12438,Q12458
GO:0034605	p	cellular response to heat	9/1159	10/1159	1	2.57e+03	1.85e+03	2.51e+03	n.a.	P15108,P15731,P15992,P21965,P22943,P31688,P33416,Q00764,Q12449	P08018,P15108,P15731,P15732,P15992,P21965,P22202,P22943,P23561,P25344,P31688,P32485,P33416,P38615,P40073,P43565,P47103,P50873,P53834,P53920,Q00764,Q03497,Q12449
GO:0034613	e	cellular protein localization	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P03871,P25554	P03871,P25333,P25554,P26570,P38691,P38881,P38903,P38970
GO:0034629	e	cellular protein complex localization	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P25554	
GO:0034644	p	cellular response to UV	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P38891	P38891,P39940
GO:0034657	p	GID complex	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q12508	P25569,P40208,P40492,P53076,Q12508
GO:0034701	p	tripeptidase activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P43616	P43616
GO:0034724	e	DNA replication-independent nucleosome organization	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P11632,P32558	P11632,P32558,Q04636
GO:0034727	p	piecemeal microautophagy of nucleus	3/1159	5/1159	0.726	1.87e+03	1.53e+03	1.82e+03	n.a.	P25694,P32939,P39968	P20795,P25641,P25694,P32912,P32939,P34223,P38182,P38862,P38959,P39968,P40344,P43601,P46944,P47057,P50079,P53104,P53855,P53867,Q02887,Q02948,Q03818,Q06410,Q06628,Q07468,Q12092,Q12142,Q12241,Q12527
GO:0034728	e	nucleosome organization	3/1159	0/1159	0.25	643	615	627	n.a.	P07261,P23615,P32657	
GO:0034729	p	histone H3-K79 methylation	1/1159	2/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P02309	P02309,P36104,P50102,Q04089,Q6WNK7
GO:0034963	e	box C/D snoRNA processing	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q02555	
GO:0034964	e	box H/ACA snoRNA processing	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q02555	
GO:0034965	e	intronic box C/D snoRNA processing	3/1159	1/1159	0.625	1.61e+03	1.39e+03	1.57e+03	n.a.	P38336,P41812,P53833	P28005,P38208,P38291,P38336,P38786,P41812,P53218,P53833
GO:0034967	e	Set3 complex	3/1159	1/1159	0.625	1.61e+03	1.39e+03	1.57e+03	n.a.	P14832,P25357,P36124	P14832,P25357,P36124,P38262,P40480,P53096,P53685
GO:0034975	p	protein folding in endoplasmic reticulum	2/1159	3/1159	1	2.57e+03	1.84e+03	2.51e+03	n.a.	P31539,P47133	P21375,P25303,P25574,P31539,P40358,P40540,P47133,P53073,Q03103,Q12232
GO:0034986	e	iron chaperone activity	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q07540	
GO:0034990	p	nuclear mitotic cohesin complex	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P47037	P32908,P40541,P47037,Q04264,Q12158
GO:0035024	e	negative regulation of Rho protein signal transduction	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P39960	
GO:0035064	e	methylated histone binding	6/1159	1/1159	0.124	320	313	312	n.a.	P25554,P32657,P36124,P38806,Q03012,Q08923	P25554,P32657,P36106,P36124,P50947,Q03012,Q08923,Q12311
GO:0035066	e	positive regulation of histone acetylation	3/1159	1/1159	0.625	1.61e+03	1.39e+03	1.57e+03	n.a.	P32447,P38827,Q02336	P32447,P38827,P46995,P47171,P53853,Q02336
GO:0035091	p	phosphatidylinositol binding	1/1159	2/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P40075	P12868,P20795,P27801,P33324,P38959,P39940,P40075,P53955,Q03308,Q04053,Q06839,Q07468
GO:0035101	p	FACT complex	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P32558	P32558,Q04636
GO:0035241	e	protein-arginine omega-N monomethyltransferase activity	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P38074,Q12314	P38074,P38274,Q12314
GO:0035242	e	protein-arginine omega-N asymmetric methyltransferase activity	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P38074	
GO:0035247	e	peptidyl-arginine omega-N-methylation	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P38074,Q12314	P38074,P38274,Q12314
GO:0035267	e	NuA4 histone acetyltransferase complex	6/1159	2/1159	0.288	742	703	723	n.a.	P38806,P43572,P60010,P80428,Q06337,Q08649	P38811,P39995,P43572,P53201,P53930,P60010,P80428,Q06337,Q08649,Q12432
GO:0035327	e	transcriptionally active chromatin	5/1159	2/1159	0.452	1.16e+03	1.07e+03	1.14e+03	n.a.	P23615,P38351,P53064,P89105,Q06697	P23615,P32608,P38351,P47130,P53064,P89105,Q06697,Q12049
GO:0035335	p	peptidyl-tyrosine dephosphorylation	1/1159	2/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P40081	P23748,P25044,P38148,P40048,P40081,P40347,P42937,P47147,P50946,P53538,P53965,Q00684,Q02256,Q12454
GO:0035336	p	long-chain fatty-acyl-CoA metabolic process	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P30624	P30624,P47912
GO:0035339	p	SPOTS complex	1/1159	2/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P40970	P25045,P32368,P40970,P53224,Q06144,Q3E790
GO:0035356	e	cellular triglyceride homeostasis	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q06508	
GO:0035361	e	Cul8-RING ubiquitin ligase complex	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P38850	
GO:0035392	e	maintenance of chromatin silencing at telomere	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P32499,P49687	P32499,P35729,P36161,P49687,P52891
GO:0035434	p	copper ion transmembrane transport	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P49573	P40035,P40988,P49573
GO:0035494	e	SNARE complex disassembly	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P01123,P32602	P01123,P18759,P32602
GO:0035551	p	protein initiator methionine removal involved in protein maturation	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q01662	P38174,Q01662
GO:0035556	p	intracellular signal transduction	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q01389	P11972,P20604,P24583,P38312,P47170,P53173,Q01389,Q04233,Q06409,Q07799
GO:0035617	p	stress granule disassembly	2/1159	2/1159	1	2.57e+03	2.03e+03	2.51e+03	n.a.	P10591,P31539	P10591,P31539
GO:0035649	e	Nrd1 complex	3/1159	1/1159	0.625	1.61e+03	1.39e+03	1.57e+03	n.a.	P38996,P53617,Q00416	P38996,P53617,Q00416
GO:0035674	e	tricarboxylic acid transmembrane transport	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q04013	
GO:0035725	p	sodium ion transmembrane transport	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P13587	P13587,P38361,P42839,Q01896,Q04121,Q12324
GO:0035753	p	maintenance of DNA trinucleotide repeats	2/1159	2/1159	1	2.57e+03	2.03e+03	2.51e+03	n.a.	P15873,P26793	O94742,P04819,P15873,P25559,P26793,P32608,P38877,P49956
GO:0035786	p	protein complex oligomerization	1/1159	2/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P05626	P05626,P81449,P81450,P81451,Q12233
GO:0035822	e	gene conversion	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P21951	
GO:0035861	e	site of double-strand break	2/1159	0/1159	0.5	1.29e+03	1.17e+03	1.25e+03	n.a.	P38859,Q05543	
GO:0035870	p	dITP diphosphatase activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P47119	P33317,P47119
GO:0035948	e	positive regulation of gluconeogenesis by positive regulation of transcription from RNA polymerase II promoter	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P38140	
GO:0035955	e	negative regulation of dipeptide transport by negative regulation of transcription from RNA polymerase II promoter	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P14922,P16649	P14922,P16649
GO:0035961	e	positive regulation of ergosterol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q05958	
GO:0035969	e	positive regulation of sterol import by positive regulation of transcription from RNA polymerase II promoter	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q05958	
GO:0035999	e	tetrahydrofolate interconversion	4/1159	3/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P07245,P09440,P37291,P37292	P07245,P09440,P37291,P37292,P46151,P53128
GO:0036003	e	positive regulation of transcription from RNA polymerase II promoter in response to stress	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P18412	
GO:0036010	p	protein localization to endosome	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P36018	P36017,P36018,P48582,P54787,Q02866
GO:0036033	e	mediator complex binding	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P16649	
GO:0036091	p	positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P00445	P00445
GO:0036205	e	histone catabolic process	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	Q05580	
GO:0036217	p	dGTP diphosphatase activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P47119	P47119
GO:0036218	p	dTTP diphosphatase activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P47119	P47119
GO:0036219	p	GTP diphosphatase activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P47119	P47119
GO:0036220	p	ITP diphosphatase activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P47119	P47119
GO:0036221	p	UTP diphosphatase activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P47119	P47119
GO:0036222	p	XTP diphosphatase activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P47119	P47119
GO:0036228	e	protein targeting to nuclear inner membrane	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P32499,P49687	P32499,P38181,P40499,P48837,P49687,Q02629
GO:0036258	p	multivesicular body assembly	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P36018	P36017,P36018
GO:0036265	p	RNA (guanine-N7)-methylation	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q03774	P32783,Q03774,Q12009
GO:0036266	p	Cdc48p-Npl4p-Vms1p AAA ATPase complex	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P25694	P25694,P33755,Q04311
GO:0036297	e	interstrand cross-link repair	2/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P32787,P40562	P25847,P32787,P40562,Q03834,Q12098
GO:0036402	p	proteasome-activating ATPase activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P40327	P40327
GO:0036436	e	Isw1a complex	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P38144	
GO:0036437	e	Isw1b complex	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P38144	
GO:0040001	p	establishment of mitotic spindle localization	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	Q02647	P36022,P38987,P40960,Q02647
GO:0042026	e	protein refolding	12/1159	9/1159	0.662	1.71e+03	1.43e+03	1.66e+03	n.a.	P02829,P10591,P15108,P19882,P25491,P32589,P32590,P33416,P35191,P38523,P38910,P53691	P02829,P10591,P15108,P19882,P25491,P32589,P32590,P33416,P35191,P38323,P38523,P38910,P47103,P53691
GO:0042030	p	ATPase inhibitor activity	1/1159	1/1159	1	2.58e+03	1.17e+03	2.51e+03	n.a.	P15705	P01097,P15705
GO:0042054	e	histone methyltransferase activity	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P38827	
GO:0042132	e	fructose 1,6-bisphosphate 1-phosphatase activity	1/1159	0/1159	1	2.57e+03	1.73e+03	2.51e+03	n.a.	P09201	
GO:0042134	e	rRNA primary transcript binding	4/1159	2/1159	0.687	1.77e+03	1.48e+03	1.72e+03	n.a.	P38336,P38805,P53941,Q06106	P38336,P38805,P53218,P53941,Q06106,Q08235,Q12530
